frequency_ghz,bandwidth_mhz,patch_length_mm,patch_width_mm,patch_height_mm,substrate_length_mm,substrate_width_mm,substrate_height_mm,feed_length_mm,feed_width_mm,feed_offset_x_mm,feed_offset_y_mm
7.852582461281652,230.6616510809851,9.320819721668219,11.78756981397496,0.035,51.34448064779443,53.81123074010117,7.003943487687702,3.0595889409581494,1.922180425674876,0.0,-2.3302049304170547
9.768412340549181,385.34705695536945,7.492773945190064,9.339863178905338,0.035,15.70272372611749,17.549812959832764,1.3683249634879042,3.2602241897801876,3.211225474628079,0.0,-1.873193486297516
4.022581230209521,464.8471946473289,18.19540769530406,22.03402517023266,0.035,67.66744752359136,71.50606499851996,8.245339971381217,7.87905294625619,3.8737266220610738,0.0,-4.548851923826015
2.6587678569553805,286.20069776760073,27.528731129973302,29.344369707658092,0.035,77.29002274633268,79.10566132401748,8.293548602726563,13.47529516133423,2.385005814730006,0.0,-6.8821827824933255
7.701833530811052,190.1724647023368,9.503257267030587,12.284618393987893,0.035,63.15465187356912,65.93601300052643,8.941899101089756,5.070130767640049,1.5847705391861402,0.0,-2.375814316757647
2.349067724593692,244.0260817889764,31.158107833523523,33.057223839677924,0.035,40.92290366233587,42.82201966849027,1.6274659714687236,15.732186232268187,2.0335506815748032,0.0,-7.789526958380881
7.575240481124263,484.4046715684208,9.662070221205344,10.932210604810663,0.035,32.26737675967655,33.537517143281875,3.767551089745202,4.259685432758173,4.036705596403507,0.0,-2.415517555301336
2.299977911300714,82.36232256102639,31.823134088164867,37.198896205995226,0.035,45.90154942178739,51.27731153961774,2.346402555603753,15.941614396522723,0.6863526880085532,0.0,-7.955783522041217
4.652943229287142,419.68553410776195,15.73036718145248,19.270742335238268,0.035,34.88494567954572,38.42532083333151,3.1924297496822067,8.646635834328514,3.4973794508980163,0.0,-3.93259179536312
8.145261396219617,205.98962193448375,8.985900133924508,10.082917027550979,0.035,50.12613307003805,51.22314996366452,6.856705489352257,3.0725105985317063,1.7165801827873646,0.0,-2.246475033481127
2.3991279235135288,23.533889480482646,30.507962811732597,38.03522586343949,0.035,70.6001036932993,78.1273667450062,6.682023480261118,15.606336587695848,0.5,0.0,-7.626990702933149
7.916925794708695,240.27957225840316,9.245066502967408,11.021832373006209,0.035,18.149008191750262,19.925774061789063,1.4839902814638088,3.091171394819169,2.0023297688200263,0.0,-2.311266625741852
6.849828137009481,246.12617894870363,10.68530538389458,12.729500756028074,0.035,56.7262375144065,58.77043288653999,7.6734886884186535,5.240239339756024,2.051051491239197,0.0,-2.671326345973645
5.759004306250961,288.4194371577985,12.709229161661694,14.3104334822416,0.035,15.139808534997295,16.7410128555772,0.40509656222260015,5.477871162089518,2.4034953096483207,0.0,-3.1773072904154236
2.5385543917855276,216.09374898782536,28.832356599481407,36.42537986234576,0.035,43.32836205988265,50.921385322747,2.4160009100668733,9.154008611576403,1.8007812415652114,0.0,-7.208089149870352
3.1731469742089673,160.92500372800814,23.06621977048073,28.036508708605066,0.035,56.75392961955266,61.72421855767699,5.614618308178655,12.344336441824655,1.3410416977334012,0.0,-5.766554942620182
6.810978633110182,215.06569349123384,10.746253866563253,13.470483986436085,0.035,21.264445309080863,23.988675428953698,1.7530319070862688,3.2970970710887006,1.7922141124269486,0.0,-2.686563466640813
1.3554546773685967,366.73248828629613,53.998489726880265,62.93358243142664,0.035,64.17803340147621,73.11312610602259,1.696590612432658,24.316245260401885,3.0561040690524677,0.0,-13.499622431720066
1.9469649757751,354.2337800373133,37.59312898887744,43.665888042534235,0.035,60.8257898190085,66.89854887266529,3.872110138355177,14.678373554375842,2.9519481669776106,0.0,-9.39828224721936
6.48768463462944,193.6700530656274,11.28176068862209,12.093060076578517,0.035,18.8913112745807,19.702610662537126,1.2682584309931018,6.64009798410426,1.6139171088802284,0.0,-2.8204401721555223
9.131516561722266,355.8594242291598,8.015372361908673,8.948902665240196,0.035,66.18444917636347,67.117979479695,9.694846135742466,4.277205250310249,2.965495201909665,0.0,-2.0038430904771682
7.310456797010458,235.69352102901857,10.012029002219311,11.19405305553108,0.035,16.33765215413717,17.51967620744894,1.0542705253196432,5.714673112166672,1.9641126752418214,0.0,-2.5030072505548278
4.829874753419305,117.13441510171054,15.1541208018538,17.07095275257308,0.035,50.15976319700242,52.076595147721704,5.83427373252477,5.349887072698439,0.9761201258475879,0.0,-3.78853020046345
8.637835698877566,384.08937432090084,8.473477387472292,10.421239528939466,0.035,34.739803950113455,36.68756609158063,4.377721093773527,4.1366893992377705,3.200744786007507,0.0,-2.118369346868073
6.048930704670988,331.9263687463136,12.10007339224777,12.96052268269796,0.035,37.39903308118198,38.259482371632174,4.2164932814890355,3.781082385040328,2.7660530728859465,0.0,-3.0250183480619426
5.19291278282293,178.33338191973695,14.09469184871456,15.308682417838376,0.035,20.836828131434125,22.050818700557944,1.1236893804532613,6.7132083030387335,1.486111515997808,0.0,-3.52367296217864
2.120633201100418,464.05765682086263,34.51445796149926,41.25393342938676,0.035,55.718524350868584,62.457999818756086,3.5340110648948873,16.47287575530999,3.8671471401738553,0.0,-8.628614490374815
0.7166367747821263,480.10842235589377,102.13333734288497,119.55481911675975,0.035,149.22780984155196,166.64929161542676,7.849078749777833,33.17484850000207,4.000903519632448,0.0,-25.533334335721243
5.123254142962523,255.53935729017005,14.286331192779048,18.350172586698623,0.035,48.84697750391793,52.9108188978375,5.760107718523146,6.315227277764782,2.12949464408475,0.0,-3.571582798194762
3.036268799372989,179.15311872442504,24.10606909581087,28.4492137781666,0.035,50.77740983793064,55.120554520286376,4.445223457019962,7.38811541601309,1.4929426560368753,0.0,-6.0265172739527175
8.3497732798464,450.157170483088,8.765807527708873,9.5114470341189,0.035,42.27555445392841,43.02119396033844,5.584957821036589,2.9152684730041543,3.7513097540257334,0.0,-2.191451881927218
6.886280883878211,154.992216242724,10.628742380011584,12.912387824934342,0.035,54.412222468652416,56.69586791357517,7.2972466814401376,5.639549565793918,1.2916018020227,0.0,-2.657185595002896
1.5235389865810174,459.6856856660518,48.04111093697162,53.208100452776186,0.035,50.8634167738367,56.03040628964126,0.4703843061441798,22.409051991798158,3.8307140472170986,0.0,-12.010277734242905
4.0237616966931675,418.29907670355834,18.190069638391233,22.775110760856265,0.035,37.62811987206052,42.21316099452556,3.239675038944882,10.657012797927232,3.4858256391963196,0.0,-4.547517409597808
3.2637194623311268,267.227422031223,22.4261019722761,24.982481876492894,0.035,78.62709003318452,81.18346993740131,9.366831343484737,7.835284102441278,2.226895183593525,0.0,-5.606525493069025
0.9266508842271254,228.8465888014582,78.98606337831998,102.53132634663858,0.035,132.55169299386188,156.09695596218046,8.927604935923648,41.43469915459955,1.9070549066788185,0.0,-19.746515844579996
8.962528663345987,448.8543870549743,8.166501689470188,9.634141193116616,0.035,27.532687368219293,29.00032687186572,3.227697613124851,4.3413427561789675,3.7404532254581193,0.0,-2.041625422367547
